"","origin","dest","dep_delay","arr_delay","visib","carrier"
"532","ORD","LGA","<=15","<=15",10,"YX"
"533","CMH","EWR","<=15","<=15",7,"YX"
"534","IND","EWR","<=15","<=15",8,"YX"
"535","BOS","JFK","<=15","<=15",8,"YX"
"536","RDU","JFK","<=15","<=15",6,"YX"
"537","LIT","LGA","<=15","<=15",10,"YX"
"538","RIC","LGA","<=15","<=15",10,"YX"
"539","CHS","JFK","<=15","<=15",6,"9E"
"540","OMA","LGA","<=15","<=15",10,"9E"
"541","DTW","JFK","<=15","<=15",8,"9E"
"542","JFK","LAX","<=15","<=15",10,"AA"
"543","JFK","MCO","<=15","<=15",1,"B6"
"544","JFK","SEA","<=15","<=15",3,"AS"
"545","JFK","JAX","<=15","<=15",0.75,"B6"
"546","EWR","AVL",">60","45-60",0.13,"G4"
"547","LGA","FLL","<=15","<=15",7,"B6"
"548","EWR","MKE","<=15","<=15",3,"UA"
"549","LGA","CLT","<=15","<=15",0.25,"AA"
"550","LGA","ORD","45-60","15-30",1,"AA"
"551","EWR","IAH","<=15","<=15",0.25,"UA"
"552","SFO","JFK","<=15","<=15",10,"AA"
"553","EWR","PBI","<=15","<=15",1,"UA"
"554","EWR","FLL","15-30","15-30",7,"UA"
"555","DTW","JFK","<=15","<=15",8,"B6"
"556","EWR","MEM","<=15","<=15",10,"UA"
"557","LAX","JFK",">60",">60",10,"AA"
"558","LGA","BOS",">60",">60",10,"B6"
"559","EWR","MTJ","<=15","<=15",10,"UA"
"560","LAX","EWR","<=15","45-60",10,"AS"
"561","EWR","MCO","<=15","<=15",1,"UA"
"562","SEA","JFK","<=15","<=15",10,"DL"
"563","JAX","LGA","15-30","<=15",10,"B6"
"564","LGA","MDW","<=15","<=15",0.75,"WN"
"565","FLL","LGA","30-45","<=15",10,"B6"
"566","JFK","PDX","<=15","<=15",2,"AS"
"567","JFK","PBI","<=15","<=15",1,"DL"
"568","LGA","MCO","<=15","<=15",1,"DL"
"569","EWR","MIA","<=15","<=15",10,"UA"
"570","SEA","EWR","<=15","<=15",10,"UA"
"571","EWR","FLL","<=15","<=15",7,"NK"
"572","LGA","PBI","<=15","<=15",1,"DL"
"573","EWR","ORD","30-45","30-45",1,"UA"
"574","AUS","EWR","<=15","<=15",10,"UA"
"575","LAS","EWR","<=15","<=15",10,"NK"
"576","LGA","MIA","<=15","<=15",10,"DL"
"577","PHX","JFK","<=15","<=15",10,"DL"
"578","EWR","CLT","<=15","<=15",0.25,"AA"
"579","ATL","EWR","<=15","<=15",7,"UA"
"580","HOU","LGA","<=15","<=15",10,"WN"
"581","SAV","JFK","<=15","15-30",8,"B6"
"582","EWR","BNA","<=15","<=15",6,"UA"
"583","ATL","EWR","<=15","<=15",7,"DL"
"584","LGA","DAL","<=15","<=15",10,"WN"
"585","LGA","MIA","<=15","<=15",10,"AA"
"586","EWR","MSP",">60",">60",9,"UA"
"587","JFK","MIA","15-30","<=15",10,"DL"
"588","JFK","TPA","<=15","<=15",0.24,"DL"
"589","LGA","ATL","15-30","<=15",0.25,"DL"
"590","LGA","TPA","<=15","<=15",2,"DL"
"591","BNA","JFK","<=15","<=15",10,"B6"
"592","FLL","JFK","<=15","<=15",10,"DL"
"593","LGA","RDU","<=15","<=15",5,"AA"
"594","JFK","FLL","<=15","<=15",7,"DL"
"595","ATL","LGA","<=15","<=15",10,"DL"
"596","TPA","JFK","<=15","<=15",10,"DL"
"597","EWR","PIT","<=15","<=15",9,"YX"
"598","DTW","EWR","<=15","<=15",7,"UA"
"599","PHX","EWR","<=15","<=15",10,"UA"
"600","EWR","BTV","<=15","<=15",10,"YX"
"601","EWR","IND","<=15","<=15",3,"YX"
"602","EWR","RDU","30-45","15-30",5,"YX"
"603","FLL","LGA",">60",">60",10,"DL"
"604","FLL","EWR","<=15","<=15",10,"NK"
"605","EWR","GRR","<=15","<=15",2.5,"YX"
"606","PBI","JFK","<=15","<=15",10,"B6"
"607","DFW","EWR","<=15","<=15",10,"UA"
"608","MIA","LGA","<=15","<=15",10,"DL"
"609","JAX","EWR","<=15","<=15",10,"UA"
"610","ORD","JFK","<=15","<=15",10,"AA"
"611","JFK","IND","<=15","<=15",3,"YX"
"612","LGA","PIT","<=15","<=15",9,"YX"
"613","JFK","CLE","<=15","<=15",5,"YX"
"614","DEN","LGA","<=15","<=15",10,"UA"
"615","LGA","BNA","<=15","<=15",9,"9E"
"616","MIA","JFK","<=15","<=15",10,"AA"
"617","MSY","JFK","<=15","<=15",10,"DL"
"618","BZN","EWR","<=15","<=15",10,"UA"
"619","DEN","EWR","<=15","30-45",10,"UA"
"620","DFW","LGA","<=15","<=15",10,"AA"
"621","BTV","JFK","<=15","<=15",8,"B6"
"622","LGA","SAV","<=15","<=15",0.25,"9E"
"623","RSW","EWR","<=15","<=15",10,"B6"
"624","LGA","OMA","<=15","<=15",10,"9E"
"625","JFK","DCA","<=15","<=15",10,"YX"
"626","LGA","RIC","<=15","<=15",10,"YX"
"627","LGA","BOS","<=15","<=15",10,"YX"
"628","LGA","PIT","<=15","<=15",10,"YX"
"629","MSY","EWR","30-45","30-45",10,"UA"
"630","TPA","EWR",">60",">60",10,"UA"
"631","SFO","JFK","<=15","<=15",10,"B6"
"632","MIA","JFK","<=15","<=15",10,"DL"
"633","RSW","EWR","<=15","<=15",10,"UA"
"634","MIA","LGA","30-45","15-30",10,"AA"
"635","IAH","LGA","<=15","<=15",10,"DL"
"636","TPA","LGA","<=15","<=15",10,"DL"
"637","CHS","EWR","<=15","<=15",7,"UA"
"638","CLT","LGA","<=15","<=15",10,"AA"
"639","PBI","LGA","<=15","<=15",10,"DL"
"640","MSY","LGA","45-60","45-60",10,"B6"
"641","FLL","JFK",">60",">60",10,"B6"
"642","LAS","JFK","<=15","<=15",10,"DL"
"643","TPA","JFK",">60",">60",10,"B6"
"644","MCO","JFK","<=15","<=15",10,"DL"
"645","CVG","EWR","<=15","<=15",7,"YX"
"646","SAV","EWR","<=15","<=15",10,"YX"
"647","SYR","EWR","<=15","<=15",7,"YX"
"648","PVD","EWR","<=15","<=15",8,"YX"
"649","PIT","EWR","<=15","<=15",7,"YX"
"650","CLT","LGA","<=15","<=15",10,"NK"
"651","GSO","LGA","<=15","<=15",10,"YX"
"652","OKC","LGA","<=15","<=15",10,"YX"
"653","CMH","LGA","<=15","<=15",10,"YX"
"654","BNA","JFK","<=15","<=15",10,"YX"
"655","RDU","JFK","<=15","<=15",8,"9E"
"656","SAV","LGA","15-30","<=15",10,"9E"
"657","STL","LGA","<=15","<=15",10,"9E"
"658","RIC","LGA","<=15","<=15",10,"YX"
"659","SDF","LGA","<=15","<=15",10,"YX"
"660","IND","LGA","<=15","<=15",10,"YX"
"661","CMH","LGA","<=15","<=15",10,"YX"
"662","BOS","JFK","<=15","<=15",10,"YX"
"663","EWR","SAV","<=15","<=15",0.25,"UA"
"664","EWR","ATL","<=15","<=15",0.25,"DL"
"665","JFK","ATL","<=15","<=15",0.25,"DL"
"666","JFK","LAS","<=15","<=15",10,"DL"
"667","ORD","EWR",">60",">60",10,"UA"
"668","LGA","ATL","15-30","<=15",2,"DL"
"669","MDW","LGA","15-30","<=15",10,"WN"
"670","LAX","EWR","<=15","<=15",10,"UA"
"671","EWR","TPA","45-60","30-45",2,"UA"
"672","EWR","DFW","45-60","30-45",10,"UA"
"673","EWR","PIT","<=15","<=15",9,"NK"
"674","RSW","EWR","<=15","<=15",10,"UA"
"675","LGA","DFW","<=15","<=15",10,"NK"
"676","LGA","STL","30-45","15-30",6,"WN"
"677","LGA","DEN","<=15","<=15",10,"WN"
"678","LAX","JFK","30-45","45-60",10,"B6"
"679","CLE","EWR","<=15","<=15",10,"UA"
"680","BUR","JFK",">60",">60",10,"B6"
"681","EWR","SRQ","<=15","<=15",0.25,"UA"
"682","SFO","JFK","15-30","<=15",10,"DL"
"683","EWR","ORD","<=15","<=15",1,"AA"
"684","SAT","EWR","<=15","<=15",10,"UA"
"685","LGA","ORD","<=15","<=15",4,"AA"
"686","LGA","DEN","<=15","<=15",10,"UA"
"687","DFW","LGA","15-30","15-30",10,"AA"
"688","EWR","DTW","<=15","<=15",1.25,"DL"
"689","EWR","TYS","<=15","<=15",8,"G4"
"690","FLL","JFK","30-45","15-30",10,"B6"
"691","LGA","DFW","<=15","<=15",10,"AA"
"692","JFK","SFO","<=15","<=15",10,"B6"
"693","AUS","JFK","<=15","<=15",10,"DL"
"694","BNA","LGA","<=15","<=15",10,"WN"
"695","STL","LGA","<=15","<=15",10,"WN"
"696","EWR","DEN",">60",">60",10,"UA"
"697","EWR","MCO","<=15","<=15",8,"UA"
"698","LGA","DCA","<=15","<=15",10,"AA"
"699","ATL","JFK","<=15","<=15",10,"DL"
"700","FLL","LGA","<=15","<=15",10,"NK"
"701","EWR","SAT","<=15","<=15",0.06,"UA"
"702","EWR","BOS","<=15","<=15",10,"UA"
"703","LGA","DTW","<=15","<=15",1.25,"DL"
"704","JFK","BUF",">60",">60",10,"B6"
"705","LGA","SRQ",">60",">60",0.25,"DL"
"706","JFK","MCO","<=15","<=15",8,"DL"
"707","JFK","MIA","<=15","<=15",10,"B6"
"708","EWR","PWM","<=15","<=15",10,"YX"
"709","RSW","JFK","<=15","<=15",10,"DL"
"710","DTW","LGA","15-30","<=15",10,"NK"
"711","LGA","IAH","<=15","<=15",0.25,"NK"
"712","JFK","BOS","<=15","<=15",10,"YX"
"713","BOS","JFK","15-30","<=15",10,"B6"
"714","JFK","CMH","<=15","<=15",0.25,"YX"
"715","JFK","ORH","<=15","<=15",10,"YX"
"716","LGA","BNA","<=15","<=15",10,"YX"
"717","JFK","RDU","<=15","<=15",6,"YX"
"718","MIA","LGA","45-60","15-30",10,"AA"
"719","LGA","EYW","<=15","<=15",10,"YX"
"720","DFW","JFK","<=15","<=15",10,"DL"
"721","ORD","LGA","<=15","<=15",10,"DL"
"722","JFK","MSP","<=15","<=15",5,"9E"
"723","LGA","RDU","<=15","<=15",6,"9E"
"724","IAH","EWR","15-30","15-30",10,"UA"
"725","IND","EWR","<=15","<=15",10,"UA"
"726","JFK","BTV","<=15","<=15",10,"9E"
"727","JFK","DTW","<=15","<=15",1.5,"9E"
"728","LGA","PVD","<=15","<=15",10,"9E"
"729","MCO","EWR","<=15","<=15",10,"UA"
"730","EGE","JFK","15-30","<=15",10,"AA"
"731","PBI","EWR","<=15","<=15",10,"UA"
"732","LGA","SDF","<=15","<=15",0.24,"YX"
"733","LGA","CHS","<=15","<=15",10,"YX"
"734","IAD","EWR","<=15","<=15",7,"UA"
"735","JFK","LAX","15-30","15-30",10,"DL"
"736","ORD","LGA","<=15","<=15",10,"AA"
"737","LAS","EWR",">60",">60",10,"UA"
"738","MIA","EWR","<=15","<=15",10,"UA"
"739","BNA","LGA",">60",">60",10,"B6"
"740","DCA","LGA","<=15","<=15",10,"AA"
"741","TPA","EWR","<=15","<=15",10,"UA"
"742","SFO","EWR",">60","45-60",10,"UA"
"743","DFW","JFK","<=15","<=15",10,"AA"
"744","MCO","EWR","<=15","<=15",10,"B6"
"745","SRQ","EWR","<=15","<=15",10,"UA"
"746","SAV","LGA","<=15","<=15",10,"B6"
"747","MCO","LGA","<=15","<=15",10,"DL"
"748","DEN","JFK","30-45","45-60",10,"DL"
"749","BGR","EWR","<=15","<=15",10,"YX"
"750","BUF","EWR","<=15","<=15",10,"YX"
"751","CLT","EWR","<=15","<=15",10,"YX"
"752","EYW","EWR","<=15","<=15",10,"YX"
"753","SDF","EWR","<=15","<=15",10,"YX"
"754","BNA","LGA","<=15","<=15",10,"YX"
"755","BOS","JFK","<=15","<=15",10,"YX"
"756","TUL","LGA","<=15","<=15",10,"YX"
"757","CVG","JFK","<=15","<=15",10,"YX"
"758","ATL","LGA","<=15","<=15",10,"YX"
"759","CLE","JFK","15-30","<=15",10,"YX"
"760","IND","LGA","<=15","<=15",10,"YX"
"761","AVL","LGA","15-30","<=15",10,"9E"
"762","ILM","LGA","<=15","<=15",10,"YX"
"763","PIT","LGA","<=15","<=15",10,"YX"
"764","MSP","JFK","<=15","<=15",10,"9E"
"765","SAV","JFK","<=15","<=15",10,"9E"
"766","RDU","LGA","<=15","<=15",10,"9E"
"767","JAX","JFK","<=15","<=15",10,"YX"
"768","BOS","LGA","<=15","<=15",10,"YX"
"769","MCI","LGA","<=15","<=15",10,"YX"
"770","IAD","JFK","<=15","<=15",10,"YX"
"771","JFK","SFO","<=15","<=15",10,"AS"
"772","SFO","JFK","<=15","<=15",10,"AS"
"773","EWR","MYR","<=15","<=15",10,"NK"
"774","LAX","JFK","<=15","<=15",10,"AA"
"775","JFK","SYR","30-45","15-30",10,"B6"
"776","JFK","SRQ","<=15","<=15",1,"B6"
"777","EWR","FLL","<=15","<=15",10,"B6"
"778","MIA","EWR",">60","45-60",10,"NK"
"779","EWR","ORD","<=15","<=15",4,"UA"
"780","EWR","PBI","<=15","<=15",10,"UA"
"781","JFK","LAX","15-30","<=15",10,"DL"
"782","LGA","ORD","<=15","<=15",4,"AA"
"783","MDW","LGA","<=15","<=15",10,"WN"
"784","LAX","JFK",">60",">60",10,"DL"
"785","EWR","ATL",">60",">60",10,"UA"
"786","CLT","JFK","<=15","<=15",10,"AA"
"787","JFK","ORH","<=15","<=15",10,"B6"
"788","SAN","JFK",">60",">60",10,"DL"
"789","LGA","DEN","<=15","<=15",10,"UA"
"790","JFK","BOS",">60",">60",10,"B6"
"791","ATL","LGA","<=15","<=15",10,"DL"
"792","LAS","JFK","15-30","<=15",10,"B6"
"793","DEN","EWR","30-45","30-45",10,"UA"
"794","ROC","JFK","<=15","<=15",10,"B6"
"795","LGA","BNA","<=15","<=15",10,"WN"
"796","MIA","JFK",">60",">60",10,"AA"
"797","DFW","EWR","<=15","<=15",10,"AA"
"798","MKE","EWR","30-45","<=15",10,"UA"
"799","JFK","MCO",">60",">60",10,"B6"
"800","EWR","CLT","<=15","<=15",0.75,"AA"
"801","LGA","CLT","<=15","<=15",0.75,"AA"
"802","LGA","DTW",">60",">60",1.5,"NK"
"803","EWR","SFO","<=15","<=15",10,"UA"
"804","MCO","JFK","30-45","15-30",10,"B6"
"805","JFK","IAH","15-30","<=15",0.25,"B6"
"806","LGA","MSY","<=15","<=15",0.5,"B6"
"807","LGA","HOU","30-45","15-30",0.75,"WN"
"808","JFK","MIA","<=15","<=15",10,"AA"
"809","JFK","FLL","<=15","<=15",10,"B6"
"810","JFK","LAX","<=15","<=15",10,"B6"
"811","EWR","AUS","<=15","<=15",2,"UA"
"812","EWR","AUS","<=15","<=15",2,"NK"
"813","EWR","DFW","<=15","<=15",10,"AA"
"814","MSP","LGA","<=15","<=15",10,"DL"
"815","LGA","MIA","<=15","<=15",10,"AA"
"816","DAL","LGA","15-30","<=15",10,"WN"
"817","JFK","PHX","<=15","<=15",7,"AA"
"818","AUS","JFK","<=15","<=15",10,"AA"
"819","DFW","LGA","<=15","<=15",10,"AA"
"820","EWR","GSO","<=15","<=15",0.13,"YX"
"821","EWR","PIT","<=15","<=15",8,"YX"
"822","CLT","EWR","<=15","<=15",10,"AA"
"823","JAC","EWR","<=15","<=15",10,"UA"
"824","EWR","DTW","<=15","<=15",1.5,"YX"
"825","EWR","EYW","<=15","<=15",10,"YX"
"826","LGA","CMH","<=15","<=15",2.5,"YX"
"827","LGA","OKC","<=15","<=15",10,"YX"
"828","FLL","LGA","<=15","<=15",10,"B6"
"829","LGA","ATL","<=15","<=15",10,"YX"
"830","CHS","LGA","45-60","<=15",10,"B6"
"831","LAX","JFK","<=15","<=15",10,"B6"
"832","JFK","RDU","<=15","<=15",8,"9E"
"833","TPA","EWR","<=15","<=15",10,"UA"
"834","PBI","JFK","<=15","<=15",10,"B6"
"835","MCI","EWR","<=15","<=15",10,"UA"
"836","LGA","JAX","<=15","<=15",10,"YX"
"837","FLL","JFK",">60",">60",10,"B6"
"838","SLC","EWR",">60",">60",10,"UA"
"839","DCA","LGA","<=15","<=15",10,"AA"
"840","MIA","EWR","15-30","<=15",10,"UA"
"841","RSW","EWR","15-30","15-30",10,"UA"
"842","FLL","EWR","<=15","<=15",10,"UA"
"843","ORD","EWR","<=15","<=15",10,"AA"
"844","ORD","LGA","<=15","<=15",10,"AA"
"845","RSW","JFK","45-60","30-45",10,"B6"
"846","DEN","LGA",">60","45-60",10,"UA"
"847","BOS","EWR",">60",">60",10,"UA"
"848","LAX","EWR","<=15","30-45",10,"UA"
"849","DTW","LGA","<=15","<=15",10,"DL"
"850","CLT","LGA","<=15","<=15",10,"AA"
"851","MIA","EWR","30-45","30-45",10,"AA"
"852","MSY","LGA","15-30","15-30",10,"WN"
"853","AVL","EWR","<=15","<=15",10,"YX"
"854","GSP","EWR","<=15","<=15",10,"YX"
"855","MSP","EWR","<=15","<=15",10,"OO"
"856","PIT","EWR","<=15","<=15",10,"YX"
"857","MYR","EWR","<=15","<=15",10,"YX"
"858","ORF","EWR","<=15","<=15",10,"YX"
"859","CMH","EWR","<=15","<=15",10,"YX"
"860","DEN","LGA",">60",">60",10,"WN"
"861","MCO","LGA","<=15","<=15",10,"NK"
"862","AVL","LGA","<=15","<=15",10,"YX"
"863","ORH","JFK","<=15","<=15",10,"YX"
"864","SDF","LGA","<=15","<=15",10,"YX"
"865","MSP","LGA","<=15","<=15",10,"YX"
"866","XNA","LGA","<=15","<=15",10,"YX"
"867","GSP","LGA","<=15","<=15",10,"9E"
"868","IND","JFK","<=15","<=15",10,"YX"
"869","DCA","JFK","45-60","30-45",10,"YX"
"870","MEM","LGA","<=15","<=15",10,"9E"
"871","PVD","LGA","<=15","<=15",10,"9E"
"872","IND","JFK","<=15","<=15",10,"9E"
"873","CHS","LGA","<=15","<=15",10,"9E"
"874","DTW","JFK","<=15","<=15",10,"9E"
"875","SFO","JFK","<=15","<=15",10,"AA"
"876","JFK","PBI","<=15","15-30",10,"B6"
"877","JFK","RSW","30-45","15-30",10,"B6"
"878","PBI","JFK","<=15","<=15",10,"B6"
"879","MCO","EWR",">60",">60",10,"B6"
"880","JFK","MCO","<=15","<=15",10,"B6"
"881","SEA","JFK","<=15","<=15",10,"AS"
"882","LGA","ATL","<=15","<=15",10,"DL"
"883","LGA","MCO","<=15","<=15",10,"DL"
"884","LGA","ORD","<=15","<=15",4,"AA"
"885","JFK","SAT","15-30","<=15",4,"B6"
"886","SNA","JFK","<=15","<=15",10,"AA"
"887","EWR","PBI","15-30","<=15",10,"B6"
"888","JAX","JFK","<=15","<=15",10,"B6"
"889","EWR","ATL","<=15","<=15",10,"DL"
"890","LGA","PBI","<=15","<=15",10,"DL"
"891","EWR","LAS","<=15","<=15",10,"NK"
"892","ORD","EWR","15-30","<=15",10,"UA"
"893","MDW","LGA","<=15","<=15",10,"WN"
"894","MSP","EWR",">60",">60",10,"UA"
"895","JFK","RSW","<=15","<=15",10,"DL"
"896","FLL","LGA","30-45","15-30",10,"B6"
"897","LGA","MSY","<=15","<=15",1.75,"WN"
"898","BOS","EWR","<=15","15-30",10,"UA"
"899","EWR","BNA","<=15","<=15",10,"UA"
"900","PDX","JFK","<=15","<=15",10,"AS"
"901","ATL","EWR","<=15","<=15",10,"UA"
"902","EWR","FLL",">60",">60",10,"UA"
"903","JFK","FLL","30-45","15-30",10,"B6"
"904","FLL","EWR",">60",">60",10,"B6"
"905","EWR","MIA","<=15","<=15",10,"UA"
"906","ORD","LGA","<=15","<=15",10,"UA"
"907","SFO","JFK","<=15","<=15",10,"B6"
"908","LGA","DCA","<=15","<=15",10,"AA"
"909","LGA","IAH","<=15","<=15",1,"UA"
"910","EWR","MCO",">60",">60",10,"B6"
"911","JFK","BOS","15-30","<=15",10,"DL"
"912","EWR","TPA","<=15","<=15",3,"UA"
"913","EWR","IAH","<=15","<=15",1,"UA"
"914","BNA","LGA","<=15","<=15",10,"WN"
"915","PIT","EWR","45-60","45-60",10,"NK"
"916","EWR","DEN","<=15","15-30",10,"UA"
"917","LGA","ATL","<=15","<=15",10,"WN"
"918","EWR","RSW","<=15","<=15",10,"UA"
"919","LGA","CLT","15-30","15-30",2,"AA"
"920","EWR","RDU","<=15","<=15",9,"UA"
"921","LGA","RDU","<=15","<=15",9,"AA"
"922","EWR","IAD","<=15","<=15",10,"UA"
"923","EWR","MIA","<=15","<=15",10,"B6"
"924","LGA","RSW","<=15","<=15",10,"B6"
"925","SLC","JFK",">60",">60",10,"B6"
"926","EWR","LAX","<=15","<=15",10,"UA"
"927","JFK","DFW","<=15","<=15",10,"AA"
"928","LGA","CHS","15-30","<=15",10,"B6"
"929","EWR","BOS","<=15","<=15",10,"B6"
"930","JFK","FLL","15-30","<=15",10,"B6"
"931","LGA","DFW","<=15","<=15",10,"AA"
"932","ATL","LGA","<=15","<=15",10,"WN"
"933","LGA","MDW","<=15","<=15",6,"WN"
"934","EWR","ORD","<=15","<=15",4,"MQ"
"935","SLC","JFK",">60",">60",10,"DL"
"936","EWR","CLT","<=15","15-30",2,"YX"
"937","EWR","MHT","<=15","<=15",10,"YX"
"938","EWR","CMH","<=15","<=15",2.5,"YX"
"939","LGA","CLT","<=15","<=15",2,"NK"
"940","LGA","DCA","<=15","<=15",10,"YX"
"941","LGA","IND","<=15","<=15",2.5,"YX"
"942","LGA","CLE","<=15","<=15",4,"YX"
"943","JFK","ORF","<=15","<=15",10,"YX"
"944","LGA","STL","<=15","<=15",10,"YX"
"945","JFK","CVG","<=15","<=15",6,"YX"
"946","JAX","EWR","<=15","15-30",10,"UA"
"947","SFO","EWR","30-45","<=15",10,"UA"
"948","DFW","JFK","<=15","<=15",10,"AA"
"949","FLL","EWR","30-45","30-45",10,"NK"
"950","CLT","LGA","<=15","<=15",10,"AA"
"951","STL","LGA","<=15","<=15",10,"AA"
"952","JFK","CLE","15-30","<=15",2.5,"9E"
"953","JFK","BWI","<=15","<=15",10,"9E"
"954","JFK","JAX","<=15","<=15",10,"YX"
"955","BNA","EWR","<=15","<=15",10,"UA"
"956","FLL","EWR","<=15","<=15",10,"UA"
"957","JFK","IAD","<=15","<=15",10,"YX"
"958","DCA","LGA","<=15","<=15",10,"AA"
"959","PBI","EWR","<=15","15-30",10,"UA"
"960","PHX","JFK","<=15","<=15",10,"B6"
"961","MEM","EWR","<=15","<=15",10,"UA"
"962","MIA","LGA","<=15","<=15",10,"AA"
"963","MIA","JFK","15-30","<=15",10,"B6"
"964","MCO","EWR",">60",">60",10,"UA"
"965","IAH","EWR",">60",">60",10,"UA"
"966","MCO","JFK",">60",">60",10,"B6"
"967","BUF","JFK",">60",">60",10,"B6"
"968","PHX","EWR",">60",">60",10,"AA"
"969","ORD","LGA","<=15","<=15",10,"AA"
"970","MCO","LGA","<=15","<=15",10,"DL"
"971","DFW","LGA","<=15","<=15",10,"DL"
"972","MIA","LGA","<=15","<=15",10,"F9"
"973","RDU","LGA","<=15","<=15",10,"AA"
"974","MCO","EWR","<=15","15-30",10,"NK"
"975","RDU","EWR","15-30","<=15",10,"YX"
"976","GRR","EWR","<=15","<=15",10,"YX"
"977","ORF","LGA","<=15","<=15",10,"YX"
"978","DTW","LGA","<=15","<=15",10,"YX"
"979","BNA","JFK","<=15","<=15",10,"9E"
"980","CLE","LGA","<=15","<=15",10,"YX"
"981","ORF","LGA","<=15","<=15",10,"9E"
"982","ILM","LGA","<=15","<=15",10,"9E"
"983","MKE","LGA","<=15","<=15",10,"9E"
"984","CLT","JFK","<=15","<=15",10,"9E"
"985","JAX","LGA","<=15","<=15",10,"YX"
"986","MSN","LGA","<=15","<=15",10,"YX"
"987","JFK","AUS","<=15","<=15",10,"B6"
"988","LGA","STL","<=15","<=15",10,"WN"
"989","JFK","MIA","<=15","<=15",10,"AA"
"990","LGA","FLL","<=15","<=15",10,"B6"
"991","EWR","BOS","15-30","<=15",10,"UA"
"992","LGA","DFW","<=15","<=15",10,"DL"
"993","EWR","SRQ",">60","45-60",10,"UA"
"994","EWR","PBI","<=15","<=15",10,"UA"
"995","DEN","EWR","<=15","<=15",10,"UA"
"996","EWR","CLE","30-45","15-30",2.5,"UA"
"997","JFK","MKE","45-60","30-45",8,"B6"
"998","EWR","IAH","<=15","<=15",4,"UA"
"999","SFO","JFK","<=15","<=15",10,"DL"
"1000","LGA","PBI","<=15","<=15",10,"B6"
"1001","LGA","MSP","<=15","<=15",4,"DL"
"1002","ORD","LGA","<=15","<=15",10,"AA"
"1003","JFK","MCO","45-60","45-60",10,"B6"
"1004","EWR","MKE","<=15","<=15",5,"UA"
"1005","EWR","MCO","<=15","<=15",10,"UA"
"1006","EWR","ATL","<=15","<=15",10,"NK"
"1007","MCO","EWR","<=15","<=15",10,"B6"
"1008","ATL","LGA","<=15","<=15",10,"DL"
"1009","EWR","CLT","<=15","<=15",10,"AA"
"1010","LGA","DTW","<=15","<=15",3,"NK"
"1011","EWR","CHS","<=15","<=15",10,"UA"
"1012","LAX","JFK","45-60","<=15",10,"DL"
"1013","EWR","JAX","15-30","<=15",10,"UA"
"1014","LGA","TPA","<=15","<=15",3,"DL"
"1015","LGA","MDW","<=15","<=15",6,"WN"
"1016","LGA","FLL",">60",">60",10,"DL"
"1017","EWR","LAX",">60",">60",10,"UA"
"1018","JFK","PHX","<=15","15-30",10,"AA"
"1019","LGA","DFW","<=15","<=15",10,"AA"
"1020","MCI","LGA","<=15","<=15",10,"WN"
"1021","JFK","JAX","<=15","<=15",10,"B6"
"1022","EWR","FLL","<=15","<=15",10,"NK"
"1023","EWR","SFO","<=15","<=15",10,"UA"
"1024","JFK","ATL","<=15","<=15",10,"B6"
"1025","JFK","MSY","15-30","<=15",1.75,"B6"
"1026","EWR","DEN",">60",">60",10,"UA"
"1027","SAV","EWR","<=15","<=15",10,"UA"
"1028","EWR","PHX","<=15","<=15",10,"UA"
"1029","LGA","IAH",">60",">60",4,"UA"
"1030","EWR","FLL","<=15","<=15",10,"B6"
"1031","JFK","PBI","<=15","<=15",10,"B6"
"1032","JFK","SFO","<=15","<=15",10,"DL"
"1033","ATL","JFK","30-45","30-45",10,"DL"
"1034","LGA","MIA","<=15","<=15",10,"AA"
"1035","LGA","SRQ","<=15","<=15",10,"B6"
"1036","LGA","MIA","<=15","<=15",10,"DL"
"1037","PHX","JFK","45-60","30-45",10,"AA"
"1038","EWR","MCO","<=15","<=15",10,"B6"
"1039","JFK","MCO","<=15","<=15",10,"DL"
"1040","JFK","ATL","30-45","<=15",10,"DL"
"1041","MTJ","EWR","<=15","<=15",10,"UA"
"1042","LAX","EWR","30-45","<=15",10,"UA"
"1043","EWR","ROC","<=15","<=15",10,"YX"
"1044","EWR","SYR","<=15","<=15",10,"YX"
"1045","EWR","BUF","<=15","<=15",8,"YX"
"1046","PBI","EWR","<=15","<=15",10,"UA"
"1047","EWR","RIC","<=15","<=15",10,"YX"
"1048","EWR","PIT","<=15","<=15",7,"YX"
"1049","EWR","CVG","<=15","<=15",8,"YX"
"1050","EWR","IND","<=15","<=15",2.5,"YX"
"1051","ORH","JFK","<=15","<=15",10,"B6"
"1052","EWR","MSP","<=15","<=15",4,"OO"
"1053","LAS","JFK","<=15","<=15",10,"DL"
"1054","MIA","EWR","<=15","<=15",10,"UA"
"1055","JFK","IND","<=15","<=15",3.5,"YX"
"1056","LGA","DTW","<=15","<=15",5,"YX"
"1057","IAH","EWR",">60",">60",10,"UA"
"1058","LGA","XNA","<=15","<=15",10,"YX"
"1059","JFK","DCA","15-30","<=15",10,"YX"
"1060","LGA","CHO","<=15","<=15",10,"YX"
"1061","FLL","JFK","<=15","<=15",10,"DL"
"1062","JFK","PIT","15-30","<=15",10,"YX"
"1063","DTW","EWR","<=15","<=15",10,"DL"
"1064","LGA","BUF","<=15","<=15",7,"9E"
"1065","ATL","EWR","<=15","<=15",10,"DL"
"1066","PBI","LGA","<=15","<=15",10,"DL"
